participant,itemNr,itemID,speaker,orig,CV,voicing,duration,answer,time,history,answer_batch,filename
P19,35,File005,NJ11,s,V,7,151,š,5112,0 0 3,s,NJ11_sV_7_File005.wav
P19,92,File022,NJ8,zh,C,100,140,z,6358,0 0 2,z,NJ8_zhC_100_File022.wav
P19,89,File043,NJ8,sh,V,33,205,š,1063,0 3,s,NJ8_shV_33_File043.wav
P19,47,File034,NJ11,zh,C,100,94,z,2281,0 2,z,NJ11_zhC_100_File034.wav
P19,88,File033,NJ8,sh,V,11,172,ž,2534,0 4,z,NJ8_shV_11_File033.wav
P19,60,File016,NJ5,s,C,8,127,s,1144,0 1,s,NJ5_sC_8_File016.wav
P19,6,File016,NJ1,s,C,60,151,š,1664,0 3,s,NJ1_sC_60_File016.wav
P19,63,File015,NJ5,sh,C,0,97,š,1133,0 3,s,NJ5_shC_0_File015.wav
P19,26,File022,NJ1,zh,C,23,136,š,918,0 3,s,NJ1_zhC_23_File022.wav
P19,41,File033,NJ11,sh,V,6,159,š,1475,0 3,s,NJ11_shV_6_File033.wav
P19,28,File025,NJ1,zh,V,8,117,š,4471,0 0 3,s,NJ1_zhV_8_File025.wav
P19,94,File025,NJ8,zh,V,62,134,z,954,0 2,z,NJ8_zhV_62_File025.wav
P19,84,File035,NJ8,s,V,19,212,s,1101,0 1,s,NJ8_sV_19_File035.wav
P19,99,File043,NJ9,sh,V,13,163,š,918,0 3,s,NJ9_shV_13_File043.wav
P19,105,File022,NJ9,zh,C,62,124,ž,1306,0 4,z,NJ9_zhC_62_File022.wav
P19,16,File011,NJ1,sh,V,26,227,š,1554,0 3,s,NJ1_shV_26_File011.wav
P19,22,File036,NJ1,z,V,8,127,s,1238,0 1,s,NJ1_zV_8_File036.wav
P19,13,File015,NJ1,sh,C,28,291,š,624,0 3,s,NJ1_shC_28_File015.wav
P19,83,File038,NJ8,s,C,33,98,s,1176,0 1,s,NJ8_sC_33_File038.wav
P19,95,File035,NJ8,zh,V,92,121,ž,1356,0 4,z,NJ8_zhV_92_File035.wav
P19,52,File026,NJ2,s,V,5,200,š,1030,0 3,s,NJ2_sV_5_File026.wav
P19,67,File031,NJ5,sh,V,9,224,š,801,0 3,s,NJ5_shV_9_File031.wav
P19,100,File020,NJ9,z,C,100,108,z,837,0 2,z,NJ9_zC_100_File020.wav
P19,77,File004,NJ5,zh,C,31,161,ž,1375,0 4,z,NJ5_zhC_31_File004.wav
P19,58,File008,NJ2,z,V,84,167,z,896,0 2,z,NJ2_zV_84_File008.wav
P19,91,File008,NJ8,z,V,60,114,z,1136,0 2,z,NJ8_zV_60_File008.wav
P19,31,File013,NJ1,zh,V,58,120,š,716,0 3,s,NJ1_zhV_58_File013.wav
P19,18,File042,NJ1,z,C,100,88,z,1173,0 2,z,NJ1_zC_100_File042.wav
P19,59,File006,NJ5,s,C,0,173,s,1413,0 1,s,NJ5_sC_0_File006.wav
P19,14,File033,NJ1,sh,V,8,251,š,721,0 3,s,NJ1_shV_8_File033.wav
P19,19,File020,NJ1,z,C,25,119,z,1760,0 2,z,NJ1_zC_25_File020.wav
P19,106,File008,NJ9,zh,V,100,118,ž,1032,0 4,z,NJ9_zhV_100_File008.wav
P19,27,File012,NJ1,zh,C,50,123,ž,1003,0 4,z,NJ1_zhC_50_File012.wav
P19,80,File024,NJ5,zh,V,95,133,ž,880,0 4,z,NJ5_zhV_95_File024.wav
P19,43,File023,NJ11,z,C,30,99,s,2003,0 1,s,NJ11_zC_30_File023.wav
P19,46,File009,NJ11,z,V,92,124,z,772,0 2,z,NJ11_zV_92_File009.wav
P19,85,File023,NJ8,s,V,28,182,š,836,0 3,s,NJ8_sV_28_File023.wav
P19,76,File025,NJ5,zh,C,27,145,ž,1530,0 4,z,NJ5_zhC_27_File025.wav
P19,101,File043,NJ9,z,C,36,115,ž,1393,0 4,z,NJ9_zC_36_File043.wav
P19,104,File044,NJ9,zh,C,20,95,š,683,0 3,s,NJ9_zhC_20_File044.wav
P19,64,File035,NJ5,sh,C,5,211,š,707,0 3,s,NJ5_shC_5_File035.wav
P19,90,File022,NJ8,z,C,100,112,z,799,0 2,z,NJ8_zC_100_File022.wav
P19,49,File006,NJ2,s,C,0,188,s,1411,0 1,s,NJ2_sC_0_File006.wav
P19,5,File006,NJ1,s,C,13,247,s,996,0 1,s,NJ1_sC_13_File006.wav
P19,96,File045,NJ9,s,V,5,212,s,865,0 1,s,NJ9_sV_5_File045.wav
P19,7,File022,NJ1,s,V,12,255,s,1292,0 1,s,NJ1_sV_12_File022.wav
P19,53,File012,NJ2,s,V,27,216,s,1010,0 1,s,NJ2_sV_27_File012.wav
P19,56,File021,NJ2,z,C,69,160,z,1118,0 2,z,NJ2_zC_69_File021.wav
P19,44,File034,NJ11,z,C,60,58,s,4345,0 0 1,s,NJ11_zC_60_File034.wav
P19,68,File020,NJ5,sh,V,18,171,š,1072,0 3,s,NJ5_shV_18_File020.wav
P19,93,File035,NJ8,zh,V,19,161,ž,967,0 4,z,NJ8_zhV_19_File035.wav
P19,17,File020,NJ1,sh,V,42,186,š,837,0 3,s,NJ1_shV_42_File020.wav
P19,73,File009,NJ5,z,V,57,213,z,751,0 2,z,NJ5_zV_57_File009.wav
P19,32,File006,NJ11,s,C,0,140,s,1177,0 1,s,NJ11_sC_0_File006.wav
P19,97,File016,NJ9,s,V,8,241,š,1332,0 3,s,NJ9_sV_8_File016.wav
P19,45,File044,NJ11,z,C,88,75,z,1099,0 2,z,NJ11_zC_88_File044.wav
P19,102,File030,NJ9,z,V,22,96,z,1060,0 2,z,NJ9_zV_22_File030.wav
P19,71,File011,NJ5,z,C,58,118,z,955,0 2,z,NJ5_zC_58_File011.wav
P19,78,File013,NJ5,zh,V,7,140,ž,3820,0 4,z,NJ5_zhV_7_File013.wav
P19,107,File003,NJ9,zh,V,29,146,ž,3604,0 4,z,NJ9_zhV_29_File003.wav
P19,51,File007,NJ2,s,C,7,142,s,2055,0 1,s,NJ2_sC_7_File007.wav
P19,12,File006,NJ1,sh,C,20,204,š,1300,0 3,s,NJ1_shC_20_File006.wav
P19,4,File029,NJ1,s,C,0,173,s,1868,0 1,s,NJ1_sC_0_File029.wav
P19,98,File017,NJ9,sh,C,0,149,š,764,0 3,s,NJ9_shC_0_File017.wav
P19,25,File033,NJ1,zh,C,14,141,š,1070,0 3,s,NJ1_zhC_14_File033.wav
