participant,itemNr,itemID,speaker,orig,CV,voicing,duration,answer,time,history,answer_batch,filename
P30,106,File008,NJ9,zh,V,100,118,z,1731,0 2,z,NJ9_zhV_100_File008.wav
P30,74,File004,NJ5,z,V,76,167,z,1722,0 2,z,NJ5_zV_76_File004.wav
P30,46,File009,NJ11,z,V,92,124,z,2109,0 2,z,NJ11_zV_92_File009.wav
P30,9,File038,NJ1,sh,C,0,181,š,1351,0 3,s,NJ1_shC_0_File038.wav
P30,65,File004,NJ5,sh,C,7,283,š,1308,0 3,s,NJ5_shC_7_File004.wav
P30,102,File030,NJ9,z,V,22,96,s,2165,0 1,s,NJ9_zV_22_File030.wav
P30,13,File015,NJ1,sh,C,28,291,š,1672,0 3,s,NJ1_shC_28_File015.wav
P30,107,File003,NJ9,zh,V,29,146,š,1398,0 3,s,NJ9_zhV_29_File003.wav
P30,8,File005,NJ1,s,V,47,197,s,2108,0 1,s,NJ1_sV_47_File005.wav
P30,36,File035,NJ11,s,V,33,148,s,1838,0 1,s,NJ11_sV_33_File035.wav
P30,69,File032,NJ5,z,C,100,119,z,1518,0 2,z,NJ5_zC_100_File032.wav
P30,31,File013,NJ1,zh,V,58,120,š,1764,0 3,s,NJ1_zhV_58_File013.wav
P30,71,File011,NJ5,z,C,58,118,z,1667,0 2,z,NJ5_zC_58_File011.wav
P30,7,File022,NJ1,s,V,12,255,s,1755,0 1,s,NJ1_sV_12_File022.wav
P30,29,File025,NJ1,zh,V,17,117,š,2007,0 3,s,NJ1_zhV_17_File025.wav
P30,34,File007,NJ11,s,C,40,96,s,2500,0 1,s,NJ11_sC_40_File007.wav
P30,4,File029,NJ1,s,C,0,173,s,2466,0 1,s,NJ1_sC_0_File029.wav
P30,52,File026,NJ2,s,V,5,200,š,1441,0 3,s,NJ2_sV_5_File026.wav
P30,49,File006,NJ2,s,C,0,188,s,1761,0 1,s,NJ2_sC_0_File006.wav
P30,12,File006,NJ1,sh,C,20,204,ž,1563,0 4,z,NJ1_shC_20_File006.wav
P30,16,File011,NJ1,sh,V,26,227,š,1730,0 3,s,NJ1_shV_26_File011.wav
P30,35,File005,NJ11,s,V,7,151,s,2210,0 1,s,NJ11_sV_7_File005.wav
P30,97,File016,NJ9,s,V,8,241,s,1854,0 1,s,NJ9_sV_8_File016.wav
P30,84,File035,NJ8,s,V,19,212,s,1765,0 1,s,NJ8_sV_19_File035.wav
P30,60,File016,NJ5,s,C,8,127,s,1859,0 1,s,NJ5_sC_8_File016.wav
P30,88,File033,NJ8,sh,V,11,172,z,2534,0 2,z,NJ8_shV_11_File033.wav
P30,64,File035,NJ5,sh,C,5,211,š,2059,0 3,s,NJ5_shC_5_File035.wav
P30,59,File006,NJ5,s,C,0,173,s,1850,0 1,s,NJ5_sC_0_File006.wav
P30,10,File004,NJ1,sh,C,10,207,ž,2129,0 4,z,NJ1_shC_10_File004.wav
