participant,itemNr,itemID,speaker,orig,CV,voicing,duration,answer,time,history,answer_batch,filename
P04,59,File006,NJ5,s,C,0,173,š,3973,0 3,s,NJ5_sC_0_File006.wav
P04,91,File008,NJ8,z,V,60,114,z,2970,0 2,z,NJ8_zV_60_File008.wav
P04,56,File021,NJ2,z,C,69,160,ž,4790,0 4,z,NJ2_zC_69_File021.wav
P04,93,File035,NJ8,zh,V,19,161,š,3016,0 3,s,NJ8_zhV_19_File035.wav
P04,13,File015,NJ1,sh,C,28,291,š,2484,0 3,s,NJ1_shC_28_File015.wav
P04,5,File006,NJ1,s,C,13,247,s,3039,0 1,s,NJ1_sC_13_File006.wav
P04,57,File025,NJ2,z,V,47,190,ž,3131,0 4,z,NJ2_zV_47_File025.wav
P04,25,File033,NJ1,zh,C,14,141,š,2600,0 3,s,NJ1_zhC_14_File033.wav
P04,62,File012,NJ5,s,V,17,182,z,3185,0 2,z,NJ5_sV_17_File012.wav
P04,42,File034,NJ11,sh,V,25,163,š,2456,0 3,s,NJ11_shV_25_File034.wav
P04,60,File016,NJ5,s,C,8,127,s,3051,0 1,s,NJ5_sC_8_File016.wav
P04,31,File013,NJ1,zh,V,58,120,š,2755,0 3,s,NJ1_zhV_58_File013.wav
P04,53,File012,NJ2,s,V,27,216,s,5778,0 1,s,NJ2_sV_27_File012.wav
P04,41,File033,NJ11,sh,V,6,159,š,2631,0 3,s,NJ11_shV_6_File033.wav
P04,99,File043,NJ9,sh,V,13,163,š,2288,0 3,s,NJ9_shV_13_File043.wav
P04,46,File009,NJ11,z,V,92,124,z,2454,0 2,z,NJ11_zV_92_File009.wav
P04,24,File044,NJ1,zh,C,8,129,ž,4436,0 4,z,NJ1_zhC_8_File044.wav
P04,105,File022,NJ9,zh,C,62,124,š,2287,0 3,s,NJ9_zhC_62_File022.wav
P04,82,File007,NJ8,s,C,15,131,s,2785,0 1,s,NJ8_sC_15_File007.wav
P04,45,File044,NJ11,z,C,88,75,z,3257,0 2,z,NJ11_zC_88_File044.wav
P04,40,File038,NJ11,sh,C,68,183,š,2495,0 3,s,NJ11_shC_68_File038.wav
P04,28,File025,NJ1,zh,V,8,117,š,2405,0 3,s,NJ1_zhV_8_File025.wav
P04,96,File045,NJ9,s,V,5,212,s,2451,0 1,s,NJ9_sV_5_File045.wav
P04,79,File034,NJ5,zh,V,55,112,ž,2862,0 4,z,NJ5_zhV_55_File034.wav
P04,102,File030,NJ9,z,V,22,96,z,2978,0 2,z,NJ9_zV_22_File030.wav
