participant,itemNr,itemID,speaker,orig,CV,voicing,duration,answer,time,history,answer_batch,filename
P23,44,File034,NJ11,z,C,60,58,š,3223,0 3,s,NJ11_zC_60_File034.wav
P23,31,File013,NJ1,zh,V,58,120,š,2466,0 3,s,NJ1_zhV_58_File013.wav
P23,98,File017,NJ9,sh,C,0,149,š,2247,0 3,s,NJ9_shC_0_File017.wav
P23,64,File035,NJ5,sh,C,5,211,š,2641,0 3,s,NJ5_shC_5_File035.wav
P23,24,File044,NJ1,zh,C,8,129,š,2842,0 3,s,NJ1_zhC_8_File044.wav
P23,49,File006,NJ2,s,C,0,188,š,2743,0 3,s,NJ2_sC_0_File006.wav
P23,39,File027,NJ11,sh,C,15,131,š,2486,0 3,s,NJ11_shC_15_File027.wav
P23,27,File012,NJ1,zh,C,50,123,ž,7709,0 0 4,z,NJ1_zhC_50_File012.wav
P23,38,File006,NJ11,sh,C,7,135,š,2345,0 3,s,NJ11_shC_7_File006.wav
P23,47,File034,NJ11,zh,C,100,94,ž,2451,0 4,z,NJ11_zhC_100_File034.wav
P23,8,File005,NJ1,s,V,47,197,s,2362,0 1,s,NJ1_sV_47_File005.wav
P23,73,File009,NJ5,z,V,57,213,z,6389,0 0 2,z,NJ5_zV_57_File009.wav
P23,85,File023,NJ8,s,V,28,182,s,6280,0 0 1,s,NJ8_sV_28_File023.wav
P23,13,File015,NJ1,sh,C,28,291,š,1989,0 3,s,NJ1_shC_28_File015.wav
P23,71,File011,NJ5,z,C,58,118,ž,2600,0 4,z,NJ5_zC_58_File011.wav
P23,94,File025,NJ8,zh,V,62,134,z,6780,0 0 2,z,NJ8_zhV_62_File025.wav
P23,35,File005,NJ11,s,V,7,151,s,6369,0 0 1,s,NJ11_sV_7_File005.wav
P23,87,File017,NJ8,sh,C,29,77,s,2061,0 1,s,NJ8_shC_29_File017.wav
P23,100,File020,NJ9,z,C,100,108,z,2205,0 2,z,NJ9_zC_100_File020.wav
P23,5,File006,NJ1,s,C,13,247,s,2108,0 1,s,NJ1_sC_13_File006.wav
P23,37,File018,NJ11,sh,C,0,102,š,2524,0 3,s,NJ11_shC_0_File018.wav
P23,51,File007,NJ2,s,C,7,142,š,2665,0 3,s,NJ2_sC_7_File007.wav
P23,74,File004,NJ5,z,V,76,167,z,2577,0 2,z,NJ5_zV_76_File004.wav
P23,26,File022,NJ1,zh,C,23,136,š,6854,0 0 3,s,NJ1_zhC_23_File022.wav
P23,28,File025,NJ1,zh,V,8,117,š,2201,0 3,s,NJ1_zhV_8_File025.wav
P23,17,File020,NJ1,sh,V,42,186,š,2097,0 3,s,NJ1_shV_42_File020.wav
P23,93,File035,NJ8,zh,V,19,161,ž,3126,0 4,z,NJ8_zhV_19_File035.wav
P23,101,File043,NJ9,z,C,36,115,z,3725,0 2,z,NJ9_zC_36_File043.wav
P23,84,File035,NJ8,s,V,19,212,s,2258,0 1,s,NJ8_sV_19_File035.wav
P23,81,File017,NJ8,s,C,0,72,s,6491,0 0 1,s,NJ8_sC_0_File017.wav
P23,48,File036,NJ11,zh,V,29,71,š,2400,0 3,s,NJ11_zhV_29_File036.wav
P23,68,File020,NJ5,sh,V,18,171,š,2071,0 3,s,NJ5_shV_18_File020.wav
P23,41,File033,NJ11,sh,V,6,159,š,2304,0 3,s,NJ11_shV_6_File033.wav
P23,89,File043,NJ8,sh,V,33,205,š,1860,0 3,s,NJ8_shV_33_File043.wav
P23,50,File027,NJ2,s,C,6,178,š,2051,0 3,s,NJ2_sC_6_File027.wav
P23,36,File035,NJ11,s,V,33,148,s,2097,0 1,s,NJ11_sV_33_File035.wav
P23,9,File038,NJ1,sh,C,0,181,š,2118,0 3,s,NJ1_shC_0_File038.wav
P23,66,File017,NJ5,sh,V,5,188,š,2122,0 3,s,NJ5_shV_5_File017.wav
P23,22,File036,NJ1,z,V,8,127,s,2254,0 1,s,NJ1_zV_8_File036.wav
P23,77,File004,NJ5,zh,C,31,161,ž,2241,0 4,z,NJ5_zhC_31_File004.wav
P23,92,File022,NJ8,zh,C,100,140,ž,7093,0 0 4,z,NJ8_zhC_100_File022.wav
P23,12,File006,NJ1,sh,C,20,204,š,1897,0 3,s,NJ1_shC_20_File006.wav
P23,79,File034,NJ5,zh,V,55,112,ž,2558,0 4,z,NJ5_zhV_55_File034.wav
P23,75,File021,NJ5,zh,C,100,107,ž,2284,0 4,z,NJ5_zhC_100_File021.wav
P23,86,File016,NJ8,sh,C,0,147,š,2082,0 3,s,NJ8_shC_0_File016.wav
P23,90,File022,NJ8,z,C,100,112,ž,2170,0 4,z,NJ8_zC_100_File022.wav
P23,25,File033,NJ1,zh,C,14,141,š,2516,0 3,s,NJ1_zhC_14_File033.wav
