participant,itemNr,itemID,speaker,orig,CV,voicing,duration,answer,time,history,answer_batch,filename
P09,78,File013,NJ5,zh,V,7,140,ž,2157,0 4,z,NJ5_zhV_7_File013.wav
P09,32,File006,NJ11,s,C,0,140,s,2027,0 1,s,NJ11_sC_0_File006.wav
P09,56,File021,NJ2,z,C,69,160,z,2055,0 2,z,NJ2_zC_69_File021.wav
P09,80,File024,NJ5,zh,V,95,133,ž,2476,0 4,z,NJ5_zhV_95_File024.wav
P09,16,File011,NJ1,sh,V,26,227,š,2055,0 3,s,NJ1_shV_26_File011.wav
P09,67,File031,NJ5,sh,V,9,224,ž,4355,0 3 4,z,NJ5_shV_9_File031.wav
P09,10,File004,NJ1,sh,C,10,207,š,2331,0 3,s,NJ1_shC_10_File004.wav
P09,92,File022,NJ8,zh,C,100,140,z,6612,0 0 2,z,NJ8_zhC_100_File022.wav
P09,79,File034,NJ5,zh,V,55,112,ž,2654,0 4,z,NJ5_zhV_55_File034.wav
P09,47,File034,NJ11,zh,C,100,94,ž,2133,0 4,z,NJ11_zhC_100_File034.wav
P09,86,File016,NJ8,sh,C,0,147,š,6588,0 3 0,s,NJ8_shC_0_File016.wav
P09,58,File008,NJ2,z,V,84,167,z,2395,0 2,z,NJ2_zV_84_File008.wav
P09,89,File043,NJ8,sh,V,33,205,s,4632,0 3 1,s,NJ8_shV_33_File043.wav
P09,29,File025,NJ1,zh,V,17,117,š,2613,0 3,s,NJ1_zhV_17_File025.wav
P09,21,File019,NJ1,z,V,56,92,z,2918,0 2,z,NJ1_zV_56_File019.wav
P09,73,File009,NJ5,z,V,57,213,z,2199,0 2,z,NJ5_zV_57_File009.wav
P09,94,File025,NJ8,zh,V,62,134,z,2341,0 2,z,NJ8_zhV_62_File025.wav
P09,77,File004,NJ5,zh,C,31,161,ž,1877,0 4,z,NJ5_zhC_31_File004.wav
P09,55,File042,NJ2,z,C,11,179,s,2052,0 1,s,NJ2_zC_11_File042.wav
P09,53,File012,NJ2,s,V,27,216,s,1943,0 1,s,NJ2_sV_27_File012.wav
P09,12,File006,NJ1,sh,C,20,204,š,2312,0 3,s,NJ1_shC_20_File006.wav
P09,83,File038,NJ8,s,C,33,98,s,3448,0 1,s,NJ8_sC_33_File038.wav
P09,22,File036,NJ1,z,V,8,127,s,2181,0 1,s,NJ1_zV_8_File036.wav
P09,18,File042,NJ1,z,C,100,88,z,2174,0 2,z,NJ1_zC_100_File042.wav
P09,14,File033,NJ1,sh,V,8,251,š,2286,0 3,s,NJ1_shV_8_File033.wav
P09,35,File005,NJ11,s,V,7,151,s,5226,0 1 2 1,s,NJ11_sV_7_File005.wav
P09,50,File027,NJ2,s,C,6,178,š,3146,0 3,s,NJ2_sC_6_File027.wav
P09,48,File036,NJ11,zh,V,29,71,ž,7944,0 3 4 0 3 4,z,NJ11_zhV_29_File036.wav
P09,28,File025,NJ1,zh,V,8,117,š,2097,0 3,s,NJ1_zhV_8_File025.wav
P09,100,File020,NJ9,z,C,100,108,z,2085,0 2,z,NJ9_zC_100_File020.wav
P09,6,File016,NJ1,s,C,60,151,s,1928,0 1,s,NJ1_sC_60_File016.wav
P09,19,File020,NJ1,z,C,25,119,z,2987,0 2,z,NJ1_zC_25_File020.wav
P09,99,File043,NJ9,sh,V,13,163,š,2272,0 3,s,NJ9_shV_13_File043.wav
P09,71,File011,NJ5,z,C,58,118,z,3008,0 2,z,NJ5_zC_58_File011.wav
P09,4,File029,NJ1,s,C,0,173,s,2013,0 1,s,NJ1_sC_0_File029.wav
P09,5,File006,NJ1,s,C,13,247,s,3122,0 1,s,NJ1_sC_13_File006.wav
P09,61,File015,NJ5,s,V,13,163,s,2074,0 1,s,NJ5_sV_13_File015.wav
P09,27,File012,NJ1,zh,C,50,123,ž,2151,0 4,z,NJ1_zhC_50_File012.wav
P09,98,File017,NJ9,sh,C,0,149,š,3007,0 3,s,NJ9_shC_0_File017.wav
P09,46,File009,NJ11,z,V,92,124,z,2187,0 2,z,NJ11_zV_92_File009.wav
P09,25,File033,NJ1,zh,C,14,141,š,2196,0 3,s,NJ1_zhC_14_File033.wav
P09,41,File033,NJ11,sh,V,6,159,š,2431,0 3,s,NJ11_shV_6_File033.wav
P09,57,File025,NJ2,z,V,47,190,z,2120,0 2,z,NJ2_zV_47_File025.wav
P09,62,File012,NJ5,s,V,17,182,s,2013,0 1,s,NJ5_sV_17_File012.wav
P09,95,File035,NJ8,zh,V,92,121,z,3355,0 2,z,NJ8_zhV_92_File035.wav
P09,84,File035,NJ8,s,V,19,212,š,7176,0 0 1 3,s,NJ8_sV_19_File035.wav
P09,68,File020,NJ5,sh,V,18,171,š,7562,0 3 4 0 3,s,NJ5_shV_18_File020.wav
P09,42,File034,NJ11,sh,V,25,163,š,2416,0 3,s,NJ11_shV_25_File034.wav
P09,63,File015,NJ5,sh,C,0,97,š,2447,0 3,s,NJ5_shC_0_File015.wav
P09,82,File007,NJ8,s,C,15,131,s,2123,0 1,s,NJ8_sC_15_File007.wav
P09,87,File017,NJ8,sh,C,29,77,z,3779,0 2,z,NJ8_shC_29_File017.wav
P09,51,File007,NJ2,s,C,7,142,s,2200,0 1,s,NJ2_sC_7_File007.wav
P09,88,File033,NJ8,sh,V,11,172,š,3891,0 3,s,NJ8_shV_11_File033.wav
P09,90,File022,NJ8,z,C,100,112,z,2463,0 2,z,NJ8_zC_100_File022.wav
P09,37,File018,NJ11,sh,C,0,102,š,2775,0 3,s,NJ11_shC_0_File018.wav
P09,52,File026,NJ2,s,V,5,200,s,3674,0 3 1,s,NJ2_sV_5_File026.wav
P09,31,File013,NJ1,zh,V,58,120,ž,2623,0 4,z,NJ1_zhV_58_File013.wav
P09,60,File016,NJ5,s,C,8,127,s,2172,0 1,s,NJ5_sC_8_File016.wav
P09,20,File031,NJ1,z,C,27,117,z,2260,0 2,z,NJ1_zC_27_File031.wav
P09,103,File004,NJ9,z,V,33,124,z,2589,0 2,z,NJ9_zV_33_File004.wav
P09,33,File030,NJ11,s,C,9,112,z,5654,0 1 2,z,NJ11_sC_9_File030.wav
P09,106,File008,NJ9,zh,V,100,118,z,2397,0 2,z,NJ9_zhV_100_File008.wav
P09,13,File015,NJ1,sh,C,28,291,š,2220,0 3,s,NJ1_shC_28_File015.wav
P09,8,File005,NJ1,s,V,47,197,s,2805,0 1,s,NJ1_sV_47_File005.wav
P09,64,File035,NJ5,sh,C,5,211,š,3381,0 3,s,NJ5_shC_5_File035.wav
P09,97,File016,NJ9,s,V,8,241,s,2574,0 1,s,NJ9_sV_8_File016.wav
P09,40,File038,NJ11,sh,C,68,183,š,2226,0 3,s,NJ11_shC_68_File038.wav
P09,34,File007,NJ11,s,C,40,96,z,2962,0 2,z,NJ11_sC_40_File007.wav
P09,49,File006,NJ2,s,C,0,188,s,2089,0 1,s,NJ2_sC_0_File006.wav
P09,75,File021,NJ5,zh,C,100,107,z,3396,0 2,z,NJ5_zhC_100_File021.wav
P09,23,File004,NJ1,zh,C,0,126,ž,2146,0 4,z,NJ1_zhC_0_File004.wav
P09,102,File030,NJ9,z,V,22,96,z,2731,0 2,z,NJ9_zV_22_File030.wav
P09,54,File010,NJ2,z,C,100,93,z,2765,0 2,z,NJ2_zC_100_File010.wav
P09,107,File003,NJ9,zh,V,29,146,ž,2109,0 4,z,NJ9_zhV_29_File003.wav
P09,66,File017,NJ5,sh,V,5,188,š,2760,0 3,s,NJ5_shV_5_File017.wav
P09,101,File043,NJ9,z,C,36,115,z,2828,0 2,z,NJ9_zC_36_File043.wav
P09,72,File009,NJ5,z,C,89,174,z,2531,0 2,z,NJ5_zC_89_File009.wav
P09,30,File013,NJ1,zh,V,33,148,ž,3278,0 4,z,NJ1_zhV_33_File013.wav
P09,39,File027,NJ11,sh,C,15,131,š,2461,0 3,s,NJ11_shC_15_File027.wav
P09,93,File035,NJ8,zh,V,19,161,ž,2454,0 4,z,NJ8_zhV_19_File035.wav
P09,65,File004,NJ5,sh,C,7,283,š,2689,0 3,s,NJ5_shC_7_File004.wav
P09,104,File044,NJ9,zh,C,20,95,z,6969,0 0 1 2,z,NJ9_zhC_20_File044.wav
