participant,itemNr,itemID,speaker,orig,CV,voicing,duration,answer,time,history,answer_batch,filename
P03,31,File013,NJ1,zh,V,58,120,š,1819,0 3,s,NJ1_zhV_58_File013.wav
P03,90,File022,NJ8,z,C,100,112,z,1564,0 2,z,NJ8_zC_100_File022.wav
P03,39,File027,NJ11,sh,C,15,131,s,3711,0 0 1,s,NJ11_shC_15_File027.wav
P03,78,File013,NJ5,zh,V,7,140,s,1766,0 1,s,NJ5_zhV_7_File013.wav
P03,81,File017,NJ8,s,C,0,72,s,1561,0 1,s,NJ8_sC_0_File017.wav
P03,57,File025,NJ2,z,V,47,190,z,1787,0 2,z,NJ2_zV_47_File025.wav
P03,18,File042,NJ1,z,C,100,88,z,3155,0 2,z,NJ1_zC_100_File042.wav
P03,47,File034,NJ11,zh,C,100,94,ž,1413,0 4,z,NJ11_zhC_100_File034.wav
P03,34,File007,NJ11,s,C,40,96,s,1415,0 1,s,NJ11_sC_40_File007.wav
P03,16,File011,NJ1,sh,V,26,227,š,1357,0 3,s,NJ1_shV_26_File011.wav
P03,23,File004,NJ1,zh,C,0,126,ž,1374,0 4,z,NJ1_zhC_0_File004.wav
P03,80,File024,NJ5,zh,V,95,133,ž,1371,0 4,z,NJ5_zhV_95_File024.wav
P03,65,File004,NJ5,sh,C,7,283,š,1584,0 3,s,NJ5_shC_7_File004.wav
P03,93,File035,NJ8,zh,V,19,161,š,1819,0 3,s,NJ8_zhV_19_File035.wav
P03,105,File022,NJ9,zh,C,62,124,š,1536,0 3,s,NJ9_zhC_62_File022.wav
P03,6,File016,NJ1,s,C,60,151,s,1245,0 1,s,NJ1_sC_60_File016.wav
P03,35,File005,NJ11,s,V,7,151,s,1151,0 1,s,NJ11_sV_7_File005.wav
P03,87,File017,NJ8,sh,C,29,77,s,1186,0 1,s,NJ8_shC_29_File017.wav
P03,70,File010,NJ5,z,C,27,142,z,1732,0 2,z,NJ5_zC_27_File010.wav
P03,60,File016,NJ5,s,C,8,127,s,1564,0 1,s,NJ5_sC_8_File016.wav
P03,92,File022,NJ8,zh,C,100,140,z,4147,0 0 2,z,NJ8_zhC_100_File022.wav
P03,22,File036,NJ1,z,V,8,127,s,1464,0 1,s,NJ1_zV_8_File036.wav
P03,99,File043,NJ9,sh,V,13,163,š,1623,0 3,s,NJ9_shV_13_File043.wav
P03,98,File017,NJ9,sh,C,0,149,s,1670,0 1,s,NJ9_shC_0_File017.wav
P03,51,File007,NJ2,s,C,7,142,s,1210,0 1,s,NJ2_sC_7_File007.wav
P03,72,File009,NJ5,z,C,89,174,z,1669,0 2,z,NJ5_zC_89_File009.wav
P03,84,File035,NJ8,s,V,19,212,s,1292,0 1,s,NJ8_sV_19_File035.wav
P03,76,File025,NJ5,zh,C,27,145,s,1519,0 1,s,NJ5_zhC_27_File025.wav
P03,71,File011,NJ5,z,C,58,118,z,1488,0 2,z,NJ5_zC_58_File011.wav
P03,42,File034,NJ11,sh,V,25,163,š,1565,0 3,s,NJ11_shV_25_File034.wav
P03,33,File030,NJ11,s,C,9,112,s,1087,0 1,s,NJ11_sC_9_File030.wav
P03,21,File019,NJ1,z,V,56,92,s,1118,0 1,s,NJ1_zV_56_File019.wav
P03,85,File023,NJ8,s,V,28,182,s,1027,0 1,s,NJ8_sV_28_File023.wav
P03,102,File030,NJ9,z,V,22,96,s,1121,0 1,s,NJ9_zV_22_File030.wav
P03,69,File032,NJ5,z,C,100,119,z,1782,0 2,z,NJ5_zC_100_File032.wav
P03,46,File009,NJ11,z,V,92,124,z,1382,0 2,z,NJ11_zV_92_File009.wav
P03,88,File033,NJ8,sh,V,11,172,š,1622,0 3,s,NJ8_shV_11_File033.wav
P03,58,File008,NJ2,z,V,84,167,z,1547,0 2,z,NJ2_zV_84_File008.wav
P03,54,File010,NJ2,z,C,100,93,z,1268,0 2,z,NJ2_zC_100_File010.wav
P03,79,File034,NJ5,zh,V,55,112,ž,1163,0 4,z,NJ5_zhV_55_File034.wav
P03,29,File025,NJ1,zh,V,17,117,š,1469,0 3,s,NJ1_zhV_17_File025.wav
P03,64,File035,NJ5,sh,C,5,211,š,1342,0 3,s,NJ5_shC_5_File035.wav
P03,36,File035,NJ11,s,V,33,148,s,1344,0 1,s,NJ11_sV_33_File035.wav
