participant,itemNr,itemID,speaker,orig,CV,voicing,duration,answer,time,history,answer_batch,filename
P21,104,File044,NJ9,zh,C,20,95,š,5075,0 3 0,s,NJ9_zhC_20_File044.wav
P21,92,File022,NJ8,zh,C,100,140,ž,4832,0 0 4,z,NJ8_zhC_100_File022.wav
P21,87,File017,NJ8,sh,C,29,77,s,5238,0 0 1,s,NJ8_shC_29_File017.wav
P21,90,File022,NJ8,z,C,100,112,z,1931,0 2,z,NJ8_zC_100_File022.wav
P21,34,File007,NJ11,s,C,40,96,s,1781,0 1,s,NJ11_sC_40_File007.wav
P21,88,File033,NJ8,sh,V,11,172,š,5367,0 4 3 0,s,NJ8_shV_11_File033.wav
P21,43,File023,NJ11,z,C,30,99,s,4643,0 0 1,s,NJ11_zC_30_File023.wav
P21,107,File003,NJ9,zh,V,29,146,ž,3872,0 0 4,z,NJ9_zhV_29_File003.wav
P21,69,File032,NJ5,z,C,100,119,z,2026,0 2,z,NJ5_zC_100_File032.wav
P21,54,File010,NJ2,z,C,100,93,z,1846,0 2,z,NJ2_zC_100_File010.wav
P21,61,File015,NJ5,s,V,13,163,s,1587,0 1,s,NJ5_sV_13_File015.wav
P21,57,File025,NJ2,z,V,47,190,z,1800,0 2,z,NJ2_zV_47_File025.wav
P21,46,File009,NJ11,z,V,92,124,z,2132,0 2,z,NJ11_zV_92_File009.wav
P21,67,File031,NJ5,sh,V,9,224,š,1844,0 3,s,NJ5_shV_9_File031.wav
P21,42,File034,NJ11,sh,V,25,163,š,7433,0 3 4 0 3,s,NJ11_shV_25_File034.wav
P21,12,File006,NJ1,sh,C,20,204,š,1887,0 3,s,NJ1_shC_20_File006.wav
P21,51,File007,NJ2,s,C,7,142,s,1749,0 1,s,NJ2_sC_7_File007.wav
P21,80,File024,NJ5,zh,V,95,133,ž,1966,0 4,z,NJ5_zhV_95_File024.wav
P21,24,File044,NJ1,zh,C,8,129,š,1704,0 3,s,NJ1_zhC_8_File044.wav
P21,75,File021,NJ5,zh,C,100,107,ž,1563,0 4,z,NJ5_zhC_100_File021.wav
P21,45,File044,NJ11,z,C,88,75,z,2412,0 2,z,NJ11_zC_88_File044.wav
P21,71,File011,NJ5,z,C,58,118,ž,2739,0 4,z,NJ5_zC_58_File011.wav
P21,18,File042,NJ1,z,C,100,88,z,2710,0 2,z,NJ1_zC_100_File042.wav
P21,41,File033,NJ11,sh,V,6,159,š,2336,0 3,s,NJ11_shV_6_File033.wav
