datetime,participant_id,stratified_sampling_resolution,min_iterations,cleanser_frequency,model_certainty_cutoff,initial_stratified_samples,total_iterations,true_positives,true_negatives,false_positives,false_negatives
07/15/2025 17:33:50,p01,2,0,0,0.95,4,14,56,18,3,13
07/15/2025 17:33:51,p02,2,0,0,0.95,4,92,0,12,0,0
07/15/2025 17:33:51,p03,2,0,0,0.95,4,10,68,15,1,10
07/15/2025 17:33:51,p04,2,0,0,0.95,4,13,41,27,17,6
07/15/2025 17:33:51,p05,2,0,0,0.95,4,10,48,15,1,30
07/15/2025 17:33:52,p06,2,0,0,0.95,4,92,3,8,0,1
07/15/2025 17:33:52,p07,2,0,0,0.95,6,75,19,7,0,3
07/15/2025 17:33:52,p08,2,0,0,0.95,4,14,58,17,9,6
07/15/2025 17:33:52,p09,2,0,0,0.95,4,14,48,25,4,13
07/15/2025 17:33:52,p10,2,0,0,0.95,4,70,25,7,0,2
07/15/2025 17:33:53,p11,2,0,0,0.95,4,14,54,19,2,15
07/15/2025 17:33:53,p12,2,0,0,0.95,4,9,55,21,12,7
07/15/2025 17:33:53,p13,2,0,0,0.95,4,16,54,17,12,5
07/15/2025 17:33:53,p14,2,0,0,0.95,4,12,58,20,6,8
07/15/2025 17:33:53,p15,2,0,0,0.95,4,9,65,14,1,15
07/15/2025 17:33:53,p16,2,0,0,0.95,4,11,21,33,33,6
07/15/2025 17:33:53,p17,2,0,0,0.95,4,9,55,22,11,7
07/15/2025 17:33:53,p18,2,0,0,0.95,4,9,49,24,5,17
07/15/2025 17:33:53,p19,2,0,0,0.95,4,11,47,26,9,11
07/15/2025 17:33:53,p20,2,0,0,0.95,5,9,66,13,0,16
07/15/2025 17:33:53,p21,2,0,0,0.95,4,14,46,26,16,2
07/15/2025 17:33:53,p22,2,0,0,0.95,4,16,20,40,25,3
07/15/2025 17:33:53,p23,2,0,0,0.95,4,16,46,24,15,3
07/15/2025 17:33:54,p24,2,0,0,0.95,4,90,5,9,0,0
07/15/2025 17:33:54,p25,2,0,0,0.95,4,12,46,27,9,10
07/15/2025 17:33:54,p26,2,0,0,0.95,4,12,49,25,1,17
07/15/2025 17:33:54,p27,2,0,0,0.95,4,11,56,18,4,15
07/15/2025 17:33:55,p28,2,0,0,0.95,4,91,8,5,0,0
07/15/2025 17:33:55,p29,2,0,0,0.95,4,12,53,19,6,14
07/15/2025 17:33:55,p30,2,0,0,0.95,4,9,64,13,0,18
07/15/2025 17:33:55,p31,2,0,0,0.95,6,9,62,13,0,20
07/15/2025 17:33:55,p01,3,0,0,0.95,7,20,50,19,5,10
07/15/2025 17:33:55,p02,3,0,0,0.95,7,92,0,12,0,0
07/15/2025 17:33:55,p03,3,0,0,0.95,7,16,56,17,12,3
07/15/2025 17:33:55,p04,3,0,0,0.95,7,11,59,13,0,21
07/15/2025 17:33:56,p05,3,0,0,0.95,7,102,0,2,0,0
07/15/2025 17:33:56,p06,3,0,0,0.95,7,15,43,25,13,8
07/15/2025 17:33:56,p07,3,0,0,0.95,7,11,59,18,6,10
07/15/2025 17:33:56,p08,3,0,0,0.95,7,12,66,13,1,12
07/15/2025 17:33:56,p09,3,0,0,0.95,7,57,22,20,4,1
07/15/2025 17:33:57,p10,3,0,0,0.95,7,13,59,19,6,7
07/15/2025 17:33:57,p11,3,0,0,0.95,7,18,57,13,0,16
07/15/2025 17:33:57,p12,3,0,0,0.95,7,13,53,21,11,6
07/15/2025 17:33:57,p13,3,0,0,0.95,7,82,20,1,0,1
07/15/2025 17:33:57,p14,3,0,0,0.95,7,12,54,20,11,7
07/15/2025 17:33:58,p15,3,0,0,0.95,7,71,22,9,0,2
07/15/2025 17:33:58,p16,3,0,0,0.95,7,104,0,0,0,0
07/15/2025 17:33:58,p17,3,0,0,0.95,7,12,60,19,5,8
07/15/2025 17:33:58,p18,3,0,0,0.95,7,14,49,20,4,17
07/15/2025 17:33:58,p19,3,0,0,0.95,7,14,42,28,14,6
07/15/2025 17:33:59,p20,3,0,0,0.95,7,62,29,9,0,4
07/15/2025 17:33:59,p21,3,0,0,0.95,7,12,57,16,4,15
07/15/2025 17:33:59,p22,3,0,0,0.95,7,12,47,30,3,12
07/15/2025 17:33:59,p23,3,0,0,0.95,7,67,26,9,0,2
07/15/2025 17:33:59,p24,3,0,0,0.95,7,91,4,9,0,0
07/15/2025 17:34:00,p25,3,0,0,0.95,7,15,52,18,2,17
07/15/2025 17:34:00,p26,3,0,0,0.95,7,15,25,35,25,4
07/15/2025 17:34:00,p27,3,0,0,0.95,7,14,55,18,4,13
07/15/2025 17:34:00,p28,3,0,0,0.95,7,12,58,18,4,12
07/15/2025 17:34:00,p29,3,0,0,0.95,7,13,55,16,4,16
07/15/2025 17:34:00,p30,3,0,0,0.95,7,15,56,16,4,13
07/15/2025 17:34:00,p31,3,0,0,0.95,7,13,55,17,5,14
07/15/2025 17:34:00,p01,4,0,0,0.95,13,93,5,6,0,0
07/15/2025 17:34:00,p02,4,0,0,0.95,13,17,45,19,7,16
07/15/2025 17:34:01,p03,4,0,0,0.95,13,57,37,9,0,1
07/15/2025 17:34:01,p04,4,0,0,0.95,13,99,2,3,0,0
07/15/2025 17:34:02,p05,4,0,0,0.95,13,101,0,3,0,0
07/15/2025 17:34:02,p06,4,0,0,0.95,13,93,2,8,0,1
07/15/2025 17:34:02,p07,4,0,0,0.95,13,95,6,3,0,0
07/15/2025 17:34:03,p08,4,0,0,0.95,13,63,30,10,0,1
07/15/2025 17:34:03,p09,4,0,0,0.95,13,18,42,26,5,13
07/15/2025 17:34:03,p10,4,0,0,0.95,13,61,32,8,0,3
07/15/2025 17:34:04,p11,4,0,0,0.95,13,95,1,8,0,0
07/15/2025 17:34:04,p12,4,0,0,0.95,13,71,23,8,0,2
07/15/2025 17:34:04,p13,4,0,0,0.95,13,70,28,4,0,2
07/15/2025 17:34:04,p14,4,0,0,0.95,13,62,30,9,0,3
07/15/2025 17:34:05,p15,4,0,0,0.95,13,71,22,9,0,2
07/15/2025 17:34:05,p16,4,0,0,0.95,13,21,40,19,10,14
07/15/2025 17:34:05,p17,4,0,0,0.95,13,59,32,10,0,3
07/15/2025 17:34:06,p18,4,0,0,0.95,13,92,0,12,0,0
07/15/2025 17:34:06,p19,4,0,0,0.95,13,18,40,26,14,6
07/15/2025 17:34:06,p20,4,0,0,0.95,13,93,9,2,0,0
07/15/2025 17:34:06,p21,4,0,0,0.95,13,94,2,8,0,0
07/15/2025 17:34:07,p22,4,0,0,0.95,13,23,35,30,8,8
07/15/2025 17:34:07,p23,4,0,0,0.95,13,67,26,9,0,2
07/15/2025 17:34:07,p24,4,0,0,0.95,13,20,46,21,8,9
07/15/2025 17:34:07,p25,4,0,0,0.95,13,97,3,4,0,0
07/15/2025 17:34:07,p26,4,0,0,0.95,13,20,43,25,4,12
07/15/2025 17:34:08,p27,4,0,0,0.95,13,95,4,5,0,0
07/15/2025 17:34:08,p28,4,0,0,0.95,13,91,8,5,0,0
07/15/2025 17:34:09,p29,4,0,0,0.95,13,103,1,0,0,0
07/15/2025 17:34:09,p30,4,0,0,0.95,13,94,8,0,0,2
07/15/2025 17:34:10,p31,4,0,0,0.95,13,100,1,2,0,1
07/15/2025 17:34:10,p01,5,0,0,0.95,19,94,5,5,0,0
07/15/2025 17:34:11,p02,5,0,0,0.95,19,93,0,11,0,0
07/15/2025 17:34:11,p03,5,0,0,0.95,19,59,37,7,0,1
07/15/2025 17:34:11,p04,5,0,0,0.95,19,100,2,2,0,0
07/15/2025 17:34:12,p05,5,0,0,0.95,19,102,0,2,0,0
07/15/2025 17:34:12,p06,5,0,0,0.95,19,92,3,8,0,1
07/15/2025 17:34:12,p07,5,0,0,0.95,19,74,19,8,0,3
07/15/2025 17:34:13,p08,5,0,0,0.95,19,63,32,8,0,1
07/15/2025 17:34:13,p09,5,0,0,0.95,19,77,14,11,1,1
07/15/2025 17:34:13,p10,5,0,0,0.95,19,62,31,8,0,3
07/15/2025 17:34:14,p11,5,0,0,0.95,19,97,0,7,0,0
07/15/2025 17:34:14,p12,5,0,0,0.95,19,63,30,8,0,3
07/15/2025 17:34:14,p13,5,0,0,0.95,19,21,55,14,6,8
07/15/2025 17:34:14,p14,5,0,0,0.95,19,63,29,9,0,3
07/15/2025 17:34:14,p15,5,0,0,0.95,19,71,23,8,0,2
07/15/2025 17:34:15,p16,5,0,0,0.95,19,104,0,0,0,0
07/15/2025 17:34:15,p17,5,0,0,0.95,19,60,30,11,0,3
07/15/2025 17:34:16,p18,5,0,0,0.95,19,93,0,11,0,0
07/15/2025 17:34:16,p19,5,0,0,0.95,19,96,1,7,0,0
07/15/2025 17:34:16,p20,5,0,0,0.95,19,62,30,8,0,4
07/15/2025 17:34:17,p21,5,0,0,0.95,19,94,3,7,0,0
07/15/2025 17:34:17,p22,5,0,0,0.95,19,26,35,28,8,7
07/15/2025 17:34:17,p23,5,0,0,0.95,19,67,27,8,0,2
07/15/2025 17:34:17,p24,5,0,0,0.95,19,91,5,8,0,0
07/15/2025 17:34:18,p25,5,0,0,0.95,19,98,3,3,0,0
07/15/2025 17:34:18,p26,5,0,0,0.95,19,86,7,11,0,0
07/15/2025 17:34:19,p27,5,0,0,0.95,19,95,3,6,0,0
07/15/2025 17:34:19,p28,5,0,0,0.95,19,91,9,4,0,0
07/15/2025 17:34:19,p29,5,0,0,0.95,19,103,0,1,0,0
07/15/2025 17:34:20,p30,5,0,0,0.95,19,63,25,10,0,6
07/15/2025 17:34:20,p31,5,0,0,0.95,19,99,2,2,0,1
07/15/2025 17:34:21,p01,6,0,0,0.95,24,93,6,5,0,0
07/15/2025 17:34:21,p02,6,0,0,0.95,24,93,0,11,0,0
07/15/2025 17:34:21,p03,6,0,0,0.95,24,61,35,7,0,1
07/15/2025 17:34:22,p04,6,0,0,0.95,24,101,1,2,0,0
07/15/2025 17:34:22,p05,6,0,0,0.95,24,102,0,2,0,0
07/15/2025 17:34:22,p06,6,0,0,0.95,24,94,2,7,0,1
07/15/2025 17:34:23,p07,6,0,0,0.95,24,95,6,3,0,0
07/15/2025 17:34:23,p08,6,0,0,0.95,24,75,22,7,0,0
07/15/2025 17:34:23,p09,6,0,0,0.95,24,85,7,11,0,1
07/15/2025 17:34:24,p10,6,0,0,0.95,24,71,25,6,0,2
07/15/2025 17:34:24,p11,6,0,0,0.95,24,96,1,7,0,0
07/15/2025 17:34:24,p12,6,0,0,0.95,24,74,21,7,0,2
07/15/2025 17:34:25,p13,6,0,0,0.95,24,70,27,5,0,2
07/15/2025 17:34:25,p14,6,0,0,0.95,24,73,22,7,0,2
07/15/2025 17:34:25,p15,6,0,0,0.95,24,78,17,8,0,1
07/15/2025 17:34:26,p16,6,0,0,0.95,24,104,0,0,0,0
07/15/2025 17:34:26,p17,6,0,0,0.95,24,78,17,8,0,1
07/15/2025 17:34:26,p18,6,0,0,0.95,24,93,0,11,0,0
07/15/2025 17:34:27,p19,6,0,0,0.95,24,96,1,7,0,0
07/15/2025 17:34:27,p20,6,0,0,0.95,24,94,8,2,0,0
07/15/2025 17:34:27,p21,6,0,0,0.95,24,94,3,7,0,0
07/15/2025 17:34:28,p22,6,0,0,0.95,24,72,13,15,2,2
07/15/2025 17:34:28,p23,6,0,0,0.95,24,68,25,9,0,2
07/15/2025 17:34:28,p24,6,0,0,0.95,24,92,4,8,0,0
07/15/2025 17:34:29,p25,6,0,0,0.95,24,98,3,3,0,0
07/15/2025 17:34:29,p26,6,0,0,0.95,24,87,6,11,0,0
07/15/2025 17:34:30,p27,6,0,0,0.95,24,97,3,4,0,0
07/15/2025 17:34:30,p28,6,0,0,0.95,24,92,7,5,0,0
07/15/2025 17:34:30,p29,6,0,0,0.95,24,103,1,0,0,0
07/15/2025 17:34:31,p30,6,0,0,0.95,24,104,0,0,0,0
07/15/2025 17:34:31,p31,6,0,0,0.95,24,98,2,3,0,1
07/15/2025 17:34:32,p01,7,0,0,0.95,30,94,5,5,0,0
07/15/2025 17:34:32,p02,7,0,0,0.95,30,94,0,10,0,0
07/15/2025 17:34:32,p03,7,0,0,0.95,30,61,34,8,0,1
07/15/2025 17:34:32,p04,7,0,0,0.95,30,100,1,3,0,0
07/15/2025 17:34:33,p05,7,0,0,0.95,30,102,0,2,0,0
07/15/2025 17:34:33,p06,7,0,0,0.95,30,94,2,7,0,1
07/15/2025 17:34:34,p07,7,0,0,0.95,30,96,5,3,0,0
07/15/2025 17:34:34,p08,7,0,0,0.95,30,65,31,7,0,1
07/15/2025 17:34:34,p09,7,0,0,0.95,30,86,7,10,0,1
07/15/2025 17:34:34,p10,7,0,0,0.95,30,72,23,7,0,2
07/15/2025 17:34:35,p11,7,0,0,0.95,30,97,0,7,0,0
07/15/2025 17:34:35,p12,7,0,0,0.95,30,75,20,7,0,2
07/15/2025 17:34:35,p13,7,0,0,0.95,30,71,26,5,0,2
07/15/2025 17:34:36,p14,7,0,0,0.95,30,73,22,7,0,2
07/15/2025 17:34:36,p15,7,0,0,0.95,30,78,17,8,0,1
07/15/2025 17:34:36,p16,7,0,0,0.95,30,104,0,0,0,0
07/15/2025 17:34:36,p17,7,0,0,0.95,30,78,18,7,0,1
07/15/2025 17:34:37,p18,7,0,0,0.95,30,94,0,10,0,0
07/15/2025 17:34:37,p19,7,0,0,0.95,30,96,0,8,0,0
07/15/2025 17:34:38,p20,7,0,0,0.95,30,94,9,1,0,0
07/15/2025 17:34:38,p21,7,0,0,0.95,30,94,2,8,0,0
07/15/2025 17:34:38,p22,7,0,0,0.95,30,80,11,10,0,3
07/15/2025 17:34:38,p23,7,0,0,0.95,30,70,25,7,0,2
07/15/2025 17:34:39,p24,7,0,0,0.95,30,93,4,7,0,0
07/15/2025 17:34:39,p25,7,0,0,0.95,30,98,3,3,0,0
07/15/2025 17:34:40,p26,7,0,0,0.95,30,88,6,10,0,0
07/15/2025 17:34:40,p27,7,0,0,0.95,30,96,3,5,0,0
07/15/2025 17:34:40,p28,7,0,0,0.95,30,93,6,5,0,0
07/15/2025 17:34:41,p29,7,0,0,0.95,30,104,0,0,0,0
07/15/2025 17:34:41,p30,7,0,0,0.95,30,104,0,0,0,0
07/15/2025 17:34:41,p31,7,0,0,0.95,30,100,1,2,0,1
07/15/2025 17:34:42,p01,8,0,0,0.95,36,95,4,5,0,0
07/15/2025 17:34:42,p02,8,0,0,0.95,36,94,0,10,0,0
07/15/2025 17:34:42,p03,8,0,0,0.95,36,45,44,10,0,5
07/15/2025 17:34:43,p04,8,0,0,0.95,36,100,1,3,0,0
07/15/2025 17:34:43,p05,8,0,0,0.95,36,102,0,2,0,0
07/15/2025 17:34:43,p06,8,0,0,0.95,36,97,0,7,0,0
07/15/2025 17:34:44,p07,8,0,0,0.95,36,95,6,3,0,0
07/15/2025 17:34:44,p08,8,0,0,0.95,36,67,27,9,0,1
07/15/2025 17:34:44,p09,8,0,0,0.95,36,90,4,10,0,0
07/15/2025 17:34:44,p10,8,0,0,0.95,36,72,22,8,0,2
07/15/2025 17:34:45,p11,8,0,0,0.95,36,97,0,7,0,0
07/15/2025 17:34:45,p12,8,0,0,0.95,36,88,13,3,0,0
07/15/2025 17:34:45,p13,8,0,0,0.95,36,72,24,6,0,2
07/15/2025 17:34:45,p14,8,0,0,0.95,36,75,19,8,0,2
07/15/2025 17:34:46,p15,8,0,0,0.95,36,82,14,7,0,1
07/15/2025 17:34:46,p16,8,0,0,0.95,36,104,0,0,0,0
07/15/2025 17:34:46,p17,8,0,0,0.95,36,79,16,8,0,1
07/15/2025 17:34:47,p18,8,0,0,0.95,36,94,0,10,0,0
07/15/2025 17:34:47,p19,8,0,0,0.95,36,97,0,7,0,0
07/15/2025 17:34:47,p20,8,0,0,0.95,36,93,8,3,0,0
07/15/2025 17:34:48,p21,8,0,0,0.95,36,94,2,8,0,0
07/15/2025 17:34:48,p22,8,0,0,0.95,36,78,10,12,2,2
07/15/2025 17:34:48,p23,8,0,0,0.95,36,71,23,8,0,2
07/15/2025 17:34:49,p24,8,0,0,0.95,36,94,3,7,0,0
07/15/2025 17:34:49,p25,8,0,0,0.95,36,95,2,6,1,0
07/15/2025 17:34:49,p26,8,0,0,0.95,36,90,4,10,0,0
07/15/2025 17:34:50,p27,8,0,0,0.95,36,96,3,5,0,0
07/15/2025 17:34:50,p28,8,0,0,0.95,36,93,6,5,0,0
07/15/2025 17:34:50,p29,8,0,0,0.95,36,103,0,1,0,0
07/15/2025 17:34:51,p30,8,0,0,0.95,36,104,0,0,0,0
07/15/2025 17:34:51,p31,8,0,0,0.95,36,104,0,0,0,0
07/15/2025 17:34:51,p01,9,0,0,0.95,41,94,5,5,0,0
07/15/2025 17:34:52,p02,9,0,0,0.95,41,95,0,9,0,0
07/15/2025 17:34:52,p03,9,0,0,0.95,41,66,30,7,0,1
07/15/2025 17:34:52,p04,9,0,0,0.95,41,100,1,3,0,0
07/15/2025 17:34:52,p05,9,0,0,0.95,41,101,0,3,0,0
07/15/2025 17:34:53,p06,9,0,0,0.95,41,98,0,6,0,0
07/15/2025 17:34:53,p07,9,0,0,0.95,41,96,5,3,0,0
07/15/2025 17:34:53,p08,9,0,0,0.95,41,68,27,8,0,1
07/15/2025 17:34:54,p09,9,0,0,0.95,41,91,4,9,0,0
07/15/2025 17:34:54,p10,9,0,0,0.95,41,84,14,5,0,1
07/15/2025 17:34:54,p11,9,0,0,0.95,41,98,0,6,0,0
07/15/2025 17:34:55,p12,9,0,0,0.95,41,90,10,4,0,0
07/15/2025 17:34:55,p13,9,0,0,0.95,41,73,23,6,0,2
07/15/2025 17:34:55,p14,9,0,0,0.95,41,76,19,7,0,2
07/15/2025 17:34:55,p15,9,0,0,0.95,41,86,11,7,0,0
07/15/2025 17:34:56,p16,9,0,0,0.95,41,104,0,0,0,0
07/15/2025 17:34:56,p17,9,0,0,0.95,41,81,15,7,0,1
07/15/2025 17:34:56,p18,9,0,0,0.95,41,95,0,9,0,0
07/15/2025 17:34:56,p19,9,0,0,0.95,41,97,1,6,0,0
07/15/2025 17:34:57,p20,9,0,0,0.95,41,93,8,3,0,0
07/15/2025 17:34:57,p21,9,0,0,0.95,41,95,2,7,0,0
07/15/2025 17:34:57,p22,9,0,0,0.95,41,89,5,9,0,1
07/15/2025 17:34:58,p23,9,0,0,0.95,41,72,23,7,0,2
07/15/2025 17:34:58,p24,9,0,0,0.95,41,93,4,7,0,0
07/15/2025 17:34:58,p25,9,0,0,0.95,41,99,2,3,0,0
07/15/2025 17:34:59,p26,9,0,0,0.95,41,91,4,9,0,0
07/15/2025 17:34:59,p27,9,0,0,0.95,41,96,3,5,0,0
07/15/2025 17:34:59,p28,9,0,0,0.95,41,94,5,5,0,0
07/15/2025 17:35:00,p29,9,0,0,0.95,41,103,0,1,0,0
07/15/2025 17:35:00,p30,9,0,0,0.95,41,104,0,0,0,0
07/15/2025 17:35:00,p31,9,0,0,0.95,41,101,0,2,0,1
07/15/2025 17:35:00,p01,10,0,0,0.95,48,95,4,5,0,0
07/15/2025 17:35:01,p02,10,0,0,0.95,48,95,0,9,0,0
07/15/2025 17:35:01,p03,10,0,0,0.95,48,68,28,7,0,1
07/15/2025 17:35:01,p04,10,0,0,0.95,48,101,1,2,0,0
07/15/2025 17:35:02,p05,10,0,0,0.95,48,102,0,2,0,0
07/15/2025 17:35:02,p06,10,0,0,0.95,48,98,0,6,0,0
07/15/2025 17:35:02,p07,10,0,0,0.95,48,96,5,3,0,0
07/15/2025 17:35:02,p08,10,0,0,0.95,48,71,25,7,0,1
07/15/2025 17:35:03,p09,10,0,0,0.95,48,89,5,9,0,1
07/15/2025 17:35:03,p10,10,0,0,0.95,48,74,20,8,0,2
07/15/2025 17:35:03,p11,10,0,0,0.95,48,96,0,8,0,0
07/15/2025 17:35:03,p12,10,0,0,0.95,48,90,11,3,0,0
07/15/2025 17:35:03,p13,10,0,0,0.95,48,73,22,7,0,2
07/15/2025 17:35:04,p14,10,0,0,0.95,48,76,18,8,0,2
07/15/2025 17:35:04,p15,10,0,0,0.95,48,84,13,6,0,1
07/15/2025 17:35:04,p16,10,0,0,0.95,48,104,0,0,0,0
07/15/2025 17:35:04,p17,10,0,0,0.95,48,88,9,7,0,0
07/15/2025 17:35:05,p18,10,0,0,0.95,48,95,0,9,0,0
07/15/2025 17:35:05,p19,10,0,0,0.95,48,98,0,6,0,0
07/15/2025 17:35:05,p20,10,0,0,0.95,48,95,7,2,0,0
07/15/2025 17:35:06,p21,10,0,0,0.95,48,96,1,7,0,0
07/15/2025 17:35:06,p22,10,0,0,0.95,48,90,4,9,0,1
07/15/2025 17:35:06,p23,10,0,0,0.95,48,88,10,6,0,0
07/15/2025 17:35:06,p24,10,0,0,0.95,48,95,3,6,0,0
07/15/2025 17:35:07,p25,10,0,0,0.95,48,100,1,3,0,0
07/15/2025 17:35:07,p26,10,0,0,0.95,48,91,4,9,0,0
07/15/2025 17:35:07,p27,10,0,0,0.95,48,97,3,4,0,0
07/15/2025 17:35:08,p28,10,0,0,0.95,48,95,5,4,0,0
07/15/2025 17:35:08,p29,10,0,0,0.95,48,103,0,1,0,0
07/15/2025 17:35:08,p30,10,0,0,0.95,48,104,0,0,0,0
07/15/2025 17:35:09,p31,10,0,0,0.95,48,101,0,2,0,1
07/15/2025 17:35:09,p01,2,5,0,0.95,4,7,22,33,42,0
07/15/2025 17:35:09,p02,2,5,0,0.95,4,92,0,12,0,0
07/15/2025 17:35:09,p03,2,5,0,0.95,4,12,61,19,7,5
07/15/2025 17:35:10,p04,2,5,0,0.95,6,101,1,2,0,0
07/15/2025 17:35:10,p05,2,5,0,0.95,4,14,45,20,6,19
07/15/2025 17:35:10,p06,2,5,0,0.95,4,8,51,24,9,12
07/15/2025 17:35:10,p07,2,5,0,0.95,4,95,6,3,0,0
07/15/2025 17:35:11,p08,2,5,0,0.95,4,61,33,9,0,1
07/15/2025 17:35:11,p09,2,5,0,0.95,4,9,47,30,5,13
07/15/2025 17:35:11,p10,2,5,0,0.95,4,8,67,15,1,13
07/15/2025 17:35:11,p11,2,5,0,0.95,4,14,46,25,9,10
07/15/2025 17:35:11,p12,2,5,0,0.95,4,10,65,14,1,14
07/15/2025 17:35:11,p13,2,5,0,0.95,4,13,62,15,5,9
07/15/2025 17:35:11,p14,2,5,0,0.95,4,11,54,22,11,6
07/15/2025 17:35:11,p15,2,5,0,0.95,4,78,17,8,0,1
07/15/2025 17:35:11,p16,2,5,0,0.95,4,11,21,33,33,6
07/15/2025 17:35:12,p17,2,5,0,0.95,4,9,66,13,0,16
07/15/2025 17:35:12,p18,2,5,0,0.95,4,14,49,21,2,18
07/15/2025 17:35:12,p19,2,5,0,0.95,4,11,48,25,9,11
07/15/2025 17:35:12,p20,2,5,0,0.95,4,10,64,14,1,15
07/15/2025 17:35:12,p21,2,5,0,0.95,4,8,54,20,10,12
07/15/2025 17:35:12,p22,2,5,0,0.95,4,14,36,34,12,8
07/15/2025 17:35:12,p23,2,5,0,0.95,4,10,66,13,0,15
07/15/2025 17:35:12,p24,2,5,0,0.95,4,14,48,25,8,9
07/15/2025 17:35:12,p25,2,5,0,0.95,4,9,55,21,2,17
07/15/2025 17:35:13,p26,2,5,0,0.95,4,83,7,14,0,0
07/15/2025 17:35:13,p27,2,5,0,0.95,4,10,54,20,9,11
07/15/2025 17:35:13,p28,2,5,0,0.95,4,20,35,19,23,7
07/15/2025 17:35:13,p29,2,5,0,0.95,4,9,61,13,0,21
07/15/2025 17:35:13,p30,2,5,0,0.95,4,11,28,28,32,5
07/15/2025 17:35:13,p31,2,5,0,0.95,4,15,54,16,4,15
07/15/2025 17:35:13,p01,3,5,0,0.95,7,93,5,6,0,0
07/15/2025 17:35:14,p02,3,5,0,0.95,7,16,41,28,13,6
07/15/2025 17:35:14,p03,3,5,0,0.95,7,10,70,13,1,10
07/15/2025 17:35:14,p04,3,5,0,0.95,7,100,2,2,0,0
07/15/2025 17:35:14,p05,3,5,0,0.95,7,14,47,16,3,24
07/15/2025 17:35:15,p06,3,5,0,0.95,7,97,0,7,0,0
07/15/2025 17:35:15,p07,3,5,0,0.95,7,13,57,18,6,10
07/15/2025 17:35:15,p08,3,5,0,0.95,7,17,51,22,11,3
07/15/2025 17:35:15,p09,3,5,0,0.95,7,14,43,34,8,5
07/15/2025 17:35:15,p10,3,5,0,0.95,7,12,63,15,1,13
07/15/2025 17:35:15,p11,3,5,0,0.95,7,10,55,22,4,13
07/15/2025 17:35:15,p12,3,5,0,0.95,7,71,23,8,0,2
07/15/2025 17:35:15,p13,3,5,0,0.95,7,11,56,20,12,5
07/15/2025 17:35:16,p14,3,5,0,0.95,7,72,23,7,0,2
07/15/2025 17:35:16,p15,3,5,0,0.95,7,13,56,20,6,9
07/15/2025 17:35:16,p16,3,5,0,0.95,7,12,26,31,29,6
07/15/2025 17:35:16,p17,3,5,0,0.95,7,11,63,14,1,15
07/15/2025 17:35:16,p18,3,5,0,0.95,7,92,0,12,0,0
07/15/2025 17:35:17,p19,3,5,0,0.95,7,96,1,7,0,0
07/15/2025 17:35:17,p20,3,5,0,0.95,7,11,63,14,1,15
07/15/2025 17:35:17,p21,3,5,0,0.95,7,11,60,14,1,18
07/15/2025 17:35:17,p22,3,5,0,0.95,7,13,50,18,0,23
07/15/2025 17:35:17,p23,3,5,0,0.95,7,13,59,18,5,9
07/15/2025 17:35:17,p24,3,5,0,0.95,7,10,56,19,5,14
07/15/2025 17:35:18,p25,3,5,0,0.95,7,97,4,3,0,0
07/15/2025 17:35:18,p26,3,5,0,0.95,7,19,43,26,4,12
07/15/2025 17:35:18,p27,3,5,0,0.95,7,11,52,21,10,10
07/15/2025 17:35:18,p28,3,5,0,0.95,7,90,9,5,0,0
07/15/2025 17:35:18,p29,3,5,0,0.95,7,10,54,20,6,14
07/15/2025 17:35:18,p30,3,5,0,0.95,7,64,25,9,0,6
07/15/2025 17:35:19,p31,3,5,0,0.95,7,98,2,3,0,1
07/15/2025 17:35:19,p01,4,5,0,0.95,13,93,6,5,0,0
07/15/2025 17:35:20,p02,4,5,0,0.95,13,92,0,12,0,0
07/15/2025 17:35:20,p03,4,5,0,0.95,13,58,37,8,0,1
07/15/2025 17:35:21,p04,4,5,0,0.95,13,100,2,2,0,0
07/15/2025 17:35:21,p05,4,5,0,0.95,13,102,0,2,0,0
07/15/2025 17:35:21,p06,4,5,0,0.95,13,93,2,8,0,1
07/15/2025 17:35:21,p07,4,5,0,0.95,13,15,56,17,4,12
07/15/2025 17:35:22,p08,4,5,0,0.95,13,20,52,18,11,3
07/15/2025 17:35:22,p09,4,5,0,0.95,13,75,14,13,1,1
07/15/2025 17:35:22,p10,4,5,0,0.95,13,60,32,9,0,3
07/15/2025 17:35:23,p11,4,5,0,0.95,13,94,1,9,0,0
07/15/2025 17:35:23,p12,4,5,0,0.95,13,72,22,8,0,2
07/15/2025 17:35:23,p13,4,5,0,0.95,13,58,35,8,0,3
07/15/2025 17:35:23,p14,4,5,0,0.95,13,20,54,16,4,10
07/15/2025 17:35:23,p15,4,5,0,0.95,13,16,58,15,1,14
07/15/2025 17:35:24,p16,4,5,0,0.95,13,104,0,0,0,0
07/15/2025 17:35:24,p17,4,5,0,0.95,13,60,30,11,0,3
07/15/2025 17:35:24,p18,4,5,0,0.95,13,93,0,11,0,0
07/15/2025 17:35:25,p19,4,5,0,0.95,13,95,1,8,0,0
07/15/2025 17:35:25,p20,4,5,0,0.95,13,62,30,8,0,4
07/15/2025 17:35:26,p21,4,5,0,0.95,13,93,3,8,0,0
07/15/2025 17:35:26,p22,4,5,0,0.95,13,73,15,13,0,3
07/15/2025 17:35:26,p23,4,5,0,0.95,13,14,60,15,1,14
07/15/2025 17:35:26,p24,4,5,0,0.95,13,92,4,8,0,0
07/15/2025 17:35:26,p25,4,5,0,0.95,13,21,43,21,8,11
